4.38282	0.357084	-2.29925	91.4615
4.42851	0.249183	-2.41532	91.4196
4.47186	0.142928	-2.47944	91.3737
4.51266	0.0412453	-2.49798	91.3283
4.54616	-0.0422662	-2.48276	91.2908
4.57976	-0.125046	-2.44018	91.2538
4.61295	-0.204971	-2.37183	91.2179
4.64978	-0.290471	-2.26639	91.1788
4.68958	-0.377849	-2.11918	91.1368
4.73202	-0.463823	-1.92679	91.0916
4.77697	-0.545176	-1.68703	91.0437
4.82447	-0.618602	-1.39876	90.9943
4.87235	-0.678009	-1.07846	90.9491
4.91804	-0.719886	-0.751611	90.914
4.96137	-0.745492	-0.428822	90.8914
5.00212	-0.756669	-0.119203	90.8813
5.03548	-0.756404	0.13496	90.8815
5.06895	-0.747648	0.387632	90.8889
5.10221	-0.730647	0.633662	90.9023
5.13907	-0.702392	0.897308	90.9223
5.17889	-0.661233	1.16744	90.9469
5.22132	-0.605956	1.43413	90.9732
5.26623	-0.535733	1.68762	90.9971
5.31366	-0.450071	1.91788	91.0151
5.36205	-0.352471	2.10824	91.0248
5.40823	-0.251791	2.24416	91.0271
5.45203	-0.151475	2.32932	91.0251
5.49328	-0.0544122	2.36928	91.0212
5.52764	0.0271223	2.37235	91.0176
5.56202	0.108345	2.348	91.014
5.59452	0.183926	2.30009	91.0105
5.63078	0.265945	2.2188	91.0061
5.67006	0.350849	2.09892	90.9997
5.71197	0.435546	1.93664	90.9902
5.75636	0.517027	1.72936	90.9763
5.80319	0.592215	1.47559	90.9576
5.85219	0.657331	1.17765	90.9355
5.89904	0.705338	0.868126	90.9152
5.94355	0.737123	0.558044	90.8997
5.98561	0.754267	0.256237	90.8908
6.02489	0.758739	-0.0286693	90.8885
6.05633	0.754263	-0.255776	90.8907
6.08791	0.74262	-0.480772	90.8959
6.12305	0.721418	-0.724685	90.9041
6.16141	0.688677	-0.979971	90.9137
6.20253	0.643037	-1.23681	90.9221
6.24617	0.583523	-1.48592	90.9256
6.29229	0.509509	-1.71793	90.9204
6.341	0.420656	-1.92307	90.9034
6.38898	0.324422	-2.08073	90.8759
6.43472	0.226649	-2.18693	90.842
6.47812	0.130323	-2.24604	90.8054
6.51896	0.0380977	-2.26378	90.7695
6.55252	-0.0377313	-2.25074	90.7399
6.58618	-0.112912	-2.21286	90.7108
6.61935	-0.18537	-2.15171	90.6828
6.65617	-0.262936	-2.05707	90.6526
6.69596	-0.342259	-1.92465	90.6206
6.7384	-0.420367	-1.75135	90.5868
6.78335	-0.494347	-1.53516	90.5516
6.83085	-0.561208	-1.27503	90.516
6.87879	-0.615491	-0.985368	90.4839
6.92456	-0.653878	-0.689547	90.4592
6.96796	-0.677493	-0.39721	90.4433
7.0088	-0.687995	-0.11659	90.4361
7.04235	-0.688026	0.114623	90.4361
7.07599	-0.680296	0.344384	90.4409
7.10912	-0.665193	0.566191	90.4497
7.1459	-0.639965	0.804209	90.4626
7.18563	-0.603109	1.0483	90.4784
7.22799	-0.553519	1.28947	90.4947
7.27284	-0.490439	1.5189	90.5087
7.3202	-0.413418	1.7275	90.5177
7.3687	-0.325256	1.90077	90.5203
7.41501	-0.234197	2.02464	90.5171
7.45896	-0.143373	2.10239	90.5106
7.50039	-0.0553879	2.139	90.5027
7.53891	0.027151	2.14065	90.4948
7.57363	0.101098	2.11546	90.4876
7.60634	0.169593	2.06894	90.4809
7.64276	0.243633	1.99181	90.4731
7.68218	0.320033	1.87952	90.4639
7.72423	0.396001	1.72874	90.4527
7.76875	0.468811	1.53724	90.4389
7.81574	0.535671	1.30373	90.4226
7.86447	0.592715	1.03296	90.4051
7.91106	0.63438	0.752741	90.39
7.9553	0.661529	0.472883	90.3791
7.99706	0.675624	0.201333	90.3732
8.03599	0.678492	-0.0540621	90.372
8.07127	0.672518	-0.284137	90.3743
8.10344	0.660046	-0.490375	90.3786
8.13948	0.638308	-0.714661	90.3849
8.17859	0.605777	-0.946886	90.3921
8.22037	0.561312	-1.17839	90.398
8.26465	0.504116	-1.40078	90.4002
8.31141	0.433693	-1.60554	90.3962
8.36082	0.349788	-1.7837	90.3842
8.40813	0.262168	-1.91381	90.3662
8.4531	0.174061	-1.99833	90.3447
8.49565	0.0879731	-2.04177	90.3223
8.53552	0.00631228	-2.04966	90.3007
8.56678	-0.0575728	-2.03361	90.284
8.59836	-0.121284	-1.99778	90.2675
8.63272	-0.188939	-1.9369	90.2502
8.67047	-0.260389	-1.84461	90.2317
8.71106	-0.33277	-1.71727	90.2121
8.75422	-0.403436	-1.55227	90.1915
8.79987	-0.469748	-1.348	90.1701
8.8481	-0.528975	-1.10369	90.1485
8.89565	-0.575256	-0.839537	90.1297
8.94096	-0.607279	-0.571824	90.1157
8.98388	-0.626202	-0.308792	90.1071
9.02418	-0.633595	-0.0578404	90.1038
9.05653	-0.632203	0.143694	90.1044
9.08909	-0.62425	0.344294	90.1075
9.12292	-0.609138	0.548146	90.1128
9.16024	-0.584607	0.76492	90.12
9.20044	-0.549367	0.985727	90.1278
9.24323	-0.502475	1.20249	90.1343
9.28851	-0.443297	1.4072	90.1374
9.33632	-0.371471	1.5916	90.135
9.38465	-0.290787	1.74086	90.1267
9.43078	-0.207913	1.84554	90.1141
9.47457	-0.125589	1.90887	90.0991
9.51584	-0.0461392	1.9355	90.0835
9.55031	0.020594	1.93289	90.0701
9.58479	0.0868665	1.90776	90.0567
9.61718	0.148004	1.86395	90.0443
9.65337	0.214239	1.7925	90.0306
9.6926	0.282623	1.68937	90.0158
9.73449	0.350603	1.55159	89.9999
9.77888	0.415701	1.37716	89.9829
9.82575	0.475387	1.16496	89.9652
9.87434	0.526127	0.919579	89.9482
9.9208	0.563017	0.666072	89.9345
9.9649	0.586853	0.413276	89.9251
10.0065	0.59897	0.168371	89.9202
